     Y            r             N(r,Y) 
0.0000000000000000 0.0000010000000000 0.0000000000000135
0.0000000000000000 0.0000010472494123 0.0000000000000149
0.0000000000000000 0.0000010967313316 0.0000000000000165
0.0000000000000000 0.0000011485512424 0.0000000000000183
0.0000000000000000 0.0000012028196136 0.0000000000000202
0.0000000000000000 0.0000012596521335 0.0000000000000224
0.0000000000000000 0.0000013191699565 0.0000000000000248
0.0000000000000000 0.0000013814999616 0.0000000000000274
0.0000000000000000 0.0000014467750229 0.0000000000000303
0.0000000000000000 0.0000015151342925 0.0000000000000335
0.0000000000000000 0.0000015867234973 0.0000000000000371
0.0000000000000000 0.0000016616952501 0.0000000000000410
0.0000000000000000 0.0000017402093741 0.0000000000000454
0.0000000000000000 0.0000018224332443 0.0000000000000502
0.0000000000000000 0.0000019085421440 0.0000000000000556
0.0000000000000000 0.0000019987196387 0.0000000000000615
0.0000000000000000 0.0000020931579669 0.0000000000000681
0.0000000000000000 0.0000021920584507 0.0000000000000753
0.0000000000000000 0.0000022956319242 0.0000000000000833
0.0000000000000000 0.0000024040991835 0.0000000000000921
0.0000000000000000 0.0000025176914570 0.0000000000001019
0.0000000000000000 0.0000026366508987 0.0000000000001128
0.0000000000000000 0.0000027612311041 0.0000000000001248
0.0000000000000000 0.0000028916976510 0.0000000000001380
0.0000000000000000 0.0000030283286656 0.0000000000001527
0.0000000000000000 0.0000031714154153 0.0000000000001689
0.0000000000000000 0.0000033212629298 0.0000000000001869
0.0000000000000000 0.0000034781906513 0.0000000000002067
0.0000000000000000 0.0000036425331154 0.0000000000002287
0.0000000000000000 0.0000038146406644 0.0000000000002529
0.0000000000000000 0.0000039948801940 0.0000000000002798
0.0000000000000000 0.0000041836359353 0.0000000000003095
0.0000000000000000 0.0000043813102745 0.0000000000003424
0.0000000000000000 0.0000045883246101 0.0000000000003787
0.0000000000000000 0.0000048051202514 0.0000000000004189
0.0000000000000000 0.0000050321593593 0.0000000000004633
0.0000000000000000 0.0000052699259316 0.0000000000005125
0.0000000000000000 0.0000055189268347 0.0000000000005669
0.0000000000000000 0.0000057796928842 0.0000000000006271
0.0000000000000000 0.0000060527799762 0.0000000000006936
0.0000000000000000 0.0000063387702728 0.0000000000007671
0.0000000000000000 0.0000066382734429 0.0000000000008484
0.0000000000000000 0.0000069519279618 0.0000000000009384
0.0000000000000000 0.0000072804024723 0.0000000000010379
0.0000000000000000 0.0000076243972104 0.0000000000011480
0.0000000000000000 0.0000079846454977 0.0000000000012695
0.0000000000000000 0.0000083619153049 0.0000000000014041
0.0000000000000000 0.0000087570108888 0.0000000000015530
0.0000000000000000 0.0000091707745067 0.0000000000017175
0.0000000000000000 0.0000096040882125 0.0000000000018994
0.0000000000000000 0.0000100578757362 0.0000000000021007
0.0000000000000000 0.0000105331044537 0.0000000000023230
0.0000000000000000 0.0000110307874488 0.0000000000025691
0.0000000000000000 0.0000115519856730 0.0000000000028411
0.0000000000000000 0.0000120978102069 0.0000000000031419
0.0000000000000000 0.0000126694246293 0.0000000000034744
0.0000000000000000 0.0000132680474971 0.0000000000038421
0.0000000000000000 0.0000138949549437 0.0000000000042488
0.0000000000000000 0.0000145514833987 0.0000000000046984
0.0000000000000000 0.0000152390324374 0.0000000000051954
0.0000000000000000 0.0000159590677640 0.0000000000057450
0.0000000000000000 0.0000167131243367 0.0000000000063526
0.0000000000000000 0.0000175028096393 0.0000000000070243
0.0000000000000000 0.0000183298071083 0.0000000000077670
0.0000000000000000 0.0000191958797217 0.0000000000085881
0.0000000000000000 0.0000201028737571 0.0000000000094958
0.0000000000000000 0.0000210527227277 0.0000000000104995
0.0000000000000000 0.0000220474515038 0.0000000000116089
0.0000000000000000 0.0000230891806300 0.0000000000128355
0.0000000000000000 0.0000241801308453 0.0000000000141914
0.0000000000000000 0.0000253226278170 0.0000000000156903
0.0000000000000000 0.0000265191070992 0.0000000000173473
0.0000000000000000 0.0000277721193243 0.0000000000191790
0.0000000000000000 0.0000290843356406 0.0000000000212037
0.0000000000000000 0.0000304585534067 0.0000000000234419
0.0000000000000000 0.0000318977021547 0.0000000000259159
0.0000000000000000 0.0000334048498351 0.0000000000286506
0.0000000000000000 0.0000349832093578 0.0000000000316734
0.0000000000000000 0.0000366361454402 0.0000000000350145
0.0000000000000000 0.0000383671817811 0.0000000000387076
0.0000000000000000 0.0000401800085718 0.0000000000427893
0.0000000000000000 0.0000420784903630 0.0000000000473008
0.0000000000000000 0.0000440666743030 0.0000000000522872
0.0000000000000000 0.0000461487987658 0.0000000000577981
0.0000000000000000 0.0000483293023857 0.0000000000638889
0.0000000000000000 0.0000506128335202 0.0000000000706204
0.0000000000000000 0.0000530042601588 0.0000000000780599
0.0000000000000000 0.0000555086803006 0.0000000000862816
0.0000000000000000 0.0000581314328222 0.0000000000953676
0.0000000000000000 0.0000608781088591 0.0000000001054087
0.0000000000000000 0.0000637545637246 0.0000000001165050
0.0000000000000000 0.0000667669293919 0.0000000001287671
0.0000000000000000 0.0000699216275666 0.0000000001423174
0.0000000000000000 0.0000732253833760 0.0000000001572907
0.0000000000000000 0.0000766852397059 0.0000000001738364
0.0000000000000000 0.0000803085722139 0.0000000001921190
0.0000000000000000 0.0000841031050535 0.0000000002123206
0.0000000000000000 0.0000880769273398 0.0000000002346422
0.0000000000000000 0.0000922385103936 0.0000000002593057
0.0000000000000000 0.0000965967258009 0.0000000002865562
0.0000000000000000 0.0001011608643250 0.0000000003166647
0.0000000000000000 0.0001059406557119 0.0000000003499301
0.0000000000000000 0.0001109462894328 0.0000000003866825
0.0000000000000000 0.0001161884364051 0.0000000004272868
0.0000000000000000 0.0001216782717411 0.0000000004721457
0.0000000000000000 0.0001274274985703 0.0000000005217039
0.0000000000000000 0.0001334483729884 0.0000000005764526
0.0000000000000000 0.0001397537301842 0.0000000006369340
0.0000000000000000 0.0001463570118019 0.0000000007037469
0.0000000000000000 0.0001532722945953 0.0000000007775527
0.0000000000000000 0.0001605143204365 0.0000000008590814
0.0000000000000000 0.0001680985277425 0.0000000009491390
0.0000000000000000 0.0001760410843866 0.0000000010486154
0.0000000000000000 0.0001843589221641 0.0000000011584935
0.0000000000000000 0.0001930697728883 0.0000000012798579
0.0000000000000000 0.0002021922061898 0.0000000014139062
0.0000000000000000 0.0002117456691036 0.0000000015619606
0.0000000000000000 0.0002217505275254 0.0000000017254806
0.0000000000000000 0.0002322281096278 0.0000000019060774
0.0000000000000000 0.0002432007513268 0.0000000021055298
0.0000000000000000 0.0002546918438975 0.0000000023258006
0.0000000000000000 0.0002667258838387 0.0000000025690571
