     Y            r             N(r,Y) 
0.0000000000000000 0.0000010000000000 0.0000000000002286
0.0000000000000000 0.0000010472494123 0.0000000000002499
0.0000000000000000 0.0000010967313316 0.0000000000002733
0.0000000000000000 0.0000011485512424 0.0000000000002988
0.0000000000000000 0.0000012028196136 0.0000000000003267
0.0000000000000000 0.0000012596521335 0.0000000000003572
0.0000000000000000 0.0000013191699565 0.0000000000003905
0.0000000000000000 0.0000013814999616 0.0000000000004270
0.0000000000000000 0.0000014467750229 0.0000000000004669
0.0000000000000000 0.0000015151342925 0.0000000000005104
0.0000000000000000 0.0000015867234973 0.0000000000005581
0.0000000000000000 0.0000016616952501 0.0000000000006101
0.0000000000000000 0.0000017402093741 0.0000000000006670
0.0000000000000000 0.0000018224332443 0.0000000000007293
0.0000000000000000 0.0000019085421440 0.0000000000007973
0.0000000000000000 0.0000019987196387 0.0000000000008716
0.0000000000000000 0.0000020931579669 0.0000000000009529
0.0000000000000000 0.0000021920584507 0.0000000000010417
0.0000000000000000 0.0000022956319242 0.0000000000011389
0.0000000000000000 0.0000024040991835 0.0000000000012451
0.0000000000000000 0.0000025176914570 0.0000000000013611
0.0000000000000000 0.0000026366508987 0.0000000000014879
0.0000000000000000 0.0000027612311041 0.0000000000016266
0.0000000000000000 0.0000028916976510 0.0000000000017781
0.0000000000000000 0.0000030283286656 0.0000000000019438
0.0000000000000000 0.0000031714154153 0.0000000000021249
0.0000000000000000 0.0000033212629298 0.0000000000023228
0.0000000000000000 0.0000034781906513 0.0000000000025391
0.0000000000000000 0.0000036425331154 0.0000000000027756
0.0000000000000000 0.0000038146406644 0.0000000000030339
0.0000000000000000 0.0000039948801940 0.0000000000033163
0.0000000000000000 0.0000041836359353 0.0000000000036250
0.0000000000000000 0.0000043813102745 0.0000000000039624
0.0000000000000000 0.0000045883246101 0.0000000000043311
0.0000000000000000 0.0000048051202514 0.0000000000047340
0.0000000000000000 0.0000050321593593 0.0000000000051744
0.0000000000000000 0.0000052699259316 0.0000000000056557
0.0000000000000000 0.0000055189268347 0.0000000000061817
0.0000000000000000 0.0000057796928842 0.0000000000067566
0.0000000000000000 0.0000060527799762 0.0000000000073848
0.0000000000000000 0.0000063387702728 0.0000000000080713
0.0000000000000000 0.0000066382734429 0.0000000000088215
0.0000000000000000 0.0000069519279618 0.0000000000096414
0.0000000000000000 0.0000072804024723 0.0000000000105372
0.0000000000000000 0.0000076243972104 0.0000000000115163
0.0000000000000000 0.0000079846454977 0.0000000000125862
0.0000000000000000 0.0000083619153049 0.0000000000137552
0.0000000000000000 0.0000087570108888 0.0000000000150326
0.0000000000000000 0.0000091707745067 0.0000000000164285
0.0000000000000000 0.0000096040882125 0.0000000000179539
0.0000000000000000 0.0000100578757362 0.0000000000196205
0.0000000000000000 0.0000105331044537 0.0000000000214416
0.0000000000000000 0.0000110307874488 0.0000000000234315
0.0000000000000000 0.0000115519856730 0.0000000000256056
0.0000000000000000 0.0000120978102069 0.0000000000279811
0.0000000000000000 0.0000126694246293 0.0000000000305767
0.0000000000000000 0.0000132680474971 0.0000000000334125
0.0000000000000000 0.0000138949549437 0.0000000000365108
0.0000000000000000 0.0000145514833987 0.0000000000398960
0.0000000000000000 0.0000152390324374 0.0000000000435944
0.0000000000000000 0.0000159590677640 0.0000000000476349
0.0000000000000000 0.0000167131243367 0.0000000000520493
0.0000000000000000 0.0000175028096393 0.0000000000568720
0.0000000000000000 0.0000183298071083 0.0000000000621407
0.0000000000000000 0.0000191958797217 0.0000000000678965
0.0000000000000000 0.0000201028737571 0.0000000000741844
0.0000000000000000 0.0000210527227277 0.0000000000810535
0.0000000000000000 0.0000220474515038 0.0000000000885575
0.0000000000000000 0.0000230891806300 0.0000000000967546
